season,week,seasonType,poll,team,rank,poll_priority
2021,7,regular,AP Top 25,Notre Dame,14,2.0
2021,7,regular,AP Top 25,Ohio State,6,2.0
2021,7,regular,AP Top 25,Oklahoma,4,2.0
2021,7,regular,AP Top 25,Oklahoma State,12,2.0
2021,7,regular,AP Top 25,Ole Miss,13,2.0
2021,7,regular,AP Top 25,Oregon,9,2.0
2021,7,regular,AP Top 25,Penn State,7,2.0
2021,7,regular,AP Top 25,SMU,23,2.0
2021,7,regular,AP Top 25,San Diego State,24,2.0
2021,7,regular,AP Top 25,Texas,25,2.0
2021,7,regular,AP Top 25,Texas A&M,21,2.0
2021,7,regular,AP Top 25,Wake Forest,16,2.0
2021,8,regular,AP Top 25,Alabama,4,2.0
2021,8,regular,AP Top 25,Auburn,19,2.0
2021,8,regular,AP Top 25,Baylor,20,2.0
2021,8,regular,AP Top 25,Cincinnati,2,2.0
2021,8,regular,AP Top 25,Coastal Carolina,14,2.0
2021,8,regular,AP Top 25,Georgia,1,2.0
2021,8,regular,AP Top 25,Iowa,11,2.0
2021,8,regular,AP Top 25,Kentucky,15,2.0
2021,8,regular,AP Top 25,Michigan,6,2.0
2021,8,regular,AP Top 25,Michigan State,9,2.0
2021,8,regular,AP Top 25,NC State,18,2.0
2021,8,regular,AP Top 25,Notre Dame,13,2.0
2021,8,regular,AP Top 25,Ohio State,5,2.0
2021,8,regular,AP Top 25,Oklahoma,3,2.0
2021,8,regular,AP Top 25,Oklahoma State,8,2.0
2021,8,regular,AP Top 25,Ole Miss,12,2.0
2021,8,regular,AP Top 25,Oregon,10,2.0
2021,8,regular,AP Top 25,Penn State,7,2.0
2021,8,regular,AP Top 25,Pittsburgh,23,2.0
2021,8,regular,AP Top 25,Purdue,25,2.0
2021,8,regular,AP Top 25,SMU,21,2.0
2021,8,regular,AP Top 25,San Diego State,22,2.0
2021,8,regular,AP Top 25,Texas A&M,17,2.0
2021,8,regular,AP Top 25,UTSA,24,2.0
2021,8,regular,AP Top 25,Wake Forest,16,2.0
2021,9,regular,AP Top 25,Alabama,3,2.0
2021,9,regular,AP Top 25,Auburn,18,2.0
2021,9,regular,AP Top 25,BYU,25,2.0
2021,9,regular,AP Top 25,Baylor,16,2.0
2021,9,regular,AP Top 25,Cincinnati,2,2.0
2021,9,regular,AP Top 25,Coastal Carolina,24,2.0
2021,9,regular,AP Top 25,Georgia,1,2.0
2021,9,regular,AP Top 25,Iowa,9,2.0
2021,9,regular,AP Top 25,Iowa State,22,2.0
2021,9,regular,AP Top 25,Kentucky,12,2.0
2021,9,regular,AP Top 25,Michigan,6,2.0
2021,9,regular,AP Top 25,Michigan State,8,2.0
2021,9,regular,AP Top 25,Notre Dame,11,2.0
2021,9,regular,AP Top 25,Ohio State,5,2.0
2021,9,regular,AP Top 25,Oklahoma,4,2.0
2021,9,regular,AP Top 25,Oklahoma State,15,2.0
2021,9,regular,AP Top 25,Ole Miss,10,2.0
2021,9,regular,AP Top 25,Oregon,7,2.0
2021,9,regular,AP Top 25,Penn State,20,2.0
2021,9,regular,AP Top 25,Pittsburgh,17,2.0
2021,9,regular,AP Top 25,SMU,19,2.0
2021,9,regular,AP Top 25,San Diego State,21,2.0
2021,9,regular,AP Top 25,Texas A&M,14,2.0
2021,9,regular,AP Top 25,UTSA,23,2.0
2021,9,regular,AP Top 25,Wake Forest,13,2.0
2021,10,regular,Playoff Committee Rankings,Alabama,2,1.0
2021,10,regular,Playoff Committee Rankings,Auburn,13,1.0
2021,10,regular,Playoff Committee Rankings,BYU,15,1.0
2021,10,regular,Playoff Committee Rankings,Baylor,12,1.0
2021,10,regular,Playoff Committee Rankings,Cincinnati,6,1.0
2021,10,regular,AP Top 25,Coastal Carolina,21,2.0
2021,10,regular,Playoff Committee Rankings,Fresno State,23,1.0
2021,10,regular,Playoff Committee Rankings,Georgia,1,1.0
2021,10,regular,AP Top 25,Houston,20,2.0
2021,10,regular,Playoff Committee Rankings,Iowa,22,1.0
2021,10,regular,Playoff Committee Rankings,Kentucky,18,1.0
2021,10,regular,AP Top 25,Louisiana,24,2.0
2021,10,regular,Playoff Committee Rankings,Michigan,7,1.0
2021,10,regular,Playoff Committee Rankings,Michigan State,3,1.0
2021,10,regular,Playoff Committee Rankings,Minnesota,20,1.0
2021,10,regular,Playoff Committee Rankings,Mississippi State,17,1.0
2021,10,regular,Playoff Committee Rankings,NC State,19,1.0
2021,10,regular,Playoff Committee Rankings,Notre Dame,10,1.0
2021,10,regular,Playoff Committee Rankings,Ohio State,5,1.0
2021,10,regular,Playoff Committee Rankings,Oklahoma,8,1.0
2021,10,regular,Playoff Committee Rankings,Oklahoma State,11,1.0
2021,10,regular,Playoff Committee Rankings,Ole Miss,16,1.0
2021,10,regular,Playoff Committee Rankings,Oregon,4,1.0
2021,10,regular,AP Top 25,Penn State,22,2.0
2021,10,regular,Playoff Committee Rankings,Pittsburgh,25,1.0
2021,10,regular,AP Top 25,SMU,23,2.0
2021,10,regular,Playoff Committee Rankings,San Diego State,24,1.0
2021,10,regular,Playoff Committee Rankings,Texas A&M,14,1.0
2021,10,regular,AP Top 25,UTSA,16,2.0
2021,10,regular,Playoff Committee Rankings,Wake Forest,9,1.0
2021,10,regular,Playoff Committee Rankings,Wisconsin,21,1.0
2021,11,regular,Playoff Committee Rankings,Alabama,2,1.0
2021,11,regular,Playoff Committee Rankings,Arkansas,25,1.0
2021,11,regular,Playoff Committee Rankings,Auburn,17,1.0
2021,11,regular,Playoff Committee Rankings,BYU,14,1.0
2021,11,regular,Playoff Committee Rankings,Baylor,13,1.0
2021,11,regular,Playoff Committee Rankings,Cincinnati,5,1.0
2021,11,regular,AP Top 25,Coastal Carolina,22,2.0
2021,11,regular,Playoff Committee Rankings,Georgia,1,1.0
2021,11,regular,AP Top 25,Houston,17,2.0
2021,11,regular,Playoff Committee Rankings,Iowa,20,1.0
2021,11,regular,AP Top 25,Louisiana,24,2.0
2021,11,regular,Playoff Committee Rankings,Michigan,6,1.0
2021,11,regular,Playoff Committee Rankings,Michigan State,7,1.0
2021,11,regular,Playoff Committee Rankings,NC State,16,1.0
2021,11,regular,Playoff Committee Rankings,Notre Dame,9,1.0
2021,11,regular,Playoff Committee Rankings,Ohio State,4,1.0
2021,11,regular,Playoff Committee Rankings,Oklahoma,8,1.0
2021,11,regular,Playoff Committee Rankings,Oklahoma State,10,1.0
2021,11,regular,Playoff Committee Rankings,Ole Miss,15,1.0
2021,11,regular,Playoff Committee Rankings,Oregon,3,1.0
2021,11,regular,AP Top 25,Penn State,23,2.0
2021,11,regular,Playoff Committee Rankings,Pittsburgh,21,1.0
2021,11,regular,Playoff Committee Rankings,Purdue,19,1.0
2021,11,regular,Playoff Committee Rankings,San Diego State,22,1.0
2021,11,regular,Playoff Committee Rankings,Texas A&M,11,1.0
2021,11,regular,Playoff Committee Rankings,UTSA,23,1.0
2021,11,regular,Playoff Committee Rankings,Utah,24,1.0
2021,11,regular,Playoff Committee Rankings,Wake Forest,12,1.0
2021,11,regular,Playoff Committee Rankings,Wisconsin,18,1.0
2021,12,regular,Playoff Committee Rankings,Alabama,2,1.0
2021,12,regular,Playoff Committee Rankings,Arkansas,21,1.0
2021,12,regular,Playoff Committee Rankings,BYU,14,1.0
2021,12,regular,Playoff Committee Rankings,Baylor,11,1.0
2021,12,regular,Playoff Committee Rankings,Cincinnati,5,1.0
2021,12,regular,Playoff Committee Rankings,Georgia,1,1.0
2021,12,regular,Playoff Committee Rankings,Houston,24,1.0
2021,12,regular,Playoff Committee Rankings,Iowa,17,1.0
2021,12,regular,AP Top 25,Louisiana,22,2.0
2021,12,regular,Playoff Committee Rankings,Michigan,6,1.0
2021,12,regular,Playoff Committee Rankings,Michigan State,7,1.0
2021,12,regular,Playoff Committee Rankings,Mississippi State,25,1.0
2021,12,regular,Playoff Committee Rankings,NC State,20,1.0
2021,12,regular,Playoff Committee Rankings,Notre Dame,8,1.0
2021,12,regular,Playoff Committee Rankings,Ohio State,4,1.0
2021,12,regular,Playoff Committee Rankings,Oklahoma,13,1.0
2021,12,regular,Playoff Committee Rankings,Oklahoma State,9,1.0
2021,12,regular,Playoff Committee Rankings,Ole Miss,12,1.0
2021,12,regular,Playoff Committee Rankings,Oregon,3,1.0
2021,12,regular,Playoff Committee Rankings,Pittsburgh,18,1.0
2021,12,regular,Playoff Committee Rankings,San Diego State,19,1.0
2021,12,regular,Playoff Committee Rankings,Texas A&M,16,1.0
2021,12,regular,Playoff Committee Rankings,UTSA,22,1.0
2021,12,regular,Playoff Committee Rankings,Utah,23,1.0
2021,12,regular,Playoff Committee Rankings,Wake Forest,10,1.0
2021,12,regular,Playoff Committee Rankings,Wisconsin,15,1.0
2021,13,regular,Playoff Committee Rankings,Alabama,3,1.0
2021,13,regular,Playoff Committee Rankings,Arkansas,25,1.0
2021,13,regular,Playoff Committee Rankings,BYU,13,1.0
2021,13,regular,Playoff Committee Rankings,Baylor,8,1.0
2021,13,regular,Playoff Committee Rankings,Cincinnati,4,1.0
2021,13,regular,Playoff Committee Rankings,Clemson,23,1.0
2021,13,regular,Playoff Committee Rankings,Georgia,1,1.0
2021,13,regular,Playoff Committee Rankings,Houston,24,1.0
2021,13,regular,Playoff Committee Rankings,Iowa,16,1.0
2021,13,regular,AP Top 25,Louisiana,23,2.0
2021,13,regular,Playoff Committee Rankings,Michigan,5,1.0
2021,13,regular,Playoff Committee Rankings,Michigan State,12,1.0
2021,13,regular,Playoff Committee Rankings,NC State,20,1.0
2021,13,regular,Playoff Committee Rankings,Notre Dame,6,1.0
2021,13,regular,Playoff Committee Rankings,Ohio State,2,1.0
2021,13,regular,Playoff Committee Rankings,Oklahoma,10,1.0
2021,13,regular,Playoff Committee Rankings,Oklahoma State,7,1.0
2021,13,regular,Playoff Committee Rankings,Ole Miss,9,1.0
2021,13,regular,Playoff Committee Rankings,Oregon,11,1.0
2021,13,regular,Playoff Committee Rankings,Pittsburgh,17,1.0
2021,13,regular,Playoff Committee Rankings,San Diego State,21,1.0
2021,13,regular,Playoff Committee Rankings,Texas A&M,15,1.0
2021,13,regular,Playoff Committee Rankings,UTSA,22,1.0
2021,13,regular,Playoff Committee Rankings,Utah,19,1.0
2021,13,regular,Playoff Committee Rankings,Wake Forest,18,1.0
2021,13,regular,Playoff Committee Rankings,Wisconsin,14,1.0
2021,14,regular,Playoff Committee Rankings,Alabama,3,1.0
2021,14,regular,Playoff Committee Rankings,Arkansas,22,1.0
2021,14,regular,Playoff Committee Rankings,BYU,12,1.0
2021,14,regular,Playoff Committee Rankings,Baylor,9,1.0
2021,14,regular,Playoff Committee Rankings,Cincinnati,4,1.0
2021,14,regular,Playoff Committee Rankings,Clemson,20,1.0
2021,14,regular,Playoff Committee Rankings,Georgia,1,1.0
2021,14,regular,Playoff Committee Rankings,Houston,21,1.0
2021,14,regular,Playoff Committee Rankings,Iowa,13,1.0
2021,14,regular,Playoff Committee Rankings,Kentucky,23,1.0
2021,14,regular,Playoff Committee Rankings,Louisiana,24,1.0
2021,14,regular,Playoff Committee Rankings,Michigan,2,1.0
2021,14,regular,Playoff Committee Rankings,Michigan State,11,1.0
2021,14,regular,Playoff Committee Rankings,NC State,18,1.0
2021,14,regular,Playoff Committee Rankings,Notre Dame,6,1.0
2021,14,regular,Playoff Committee Rankings,Ohio State,7,1.0
2021,14,regular,Playoff Committee Rankings,Oklahoma,14,1.0
2021,14,regular,Playoff Committee Rankings,Oklahoma State,5,1.0
2021,14,regular,Playoff Committee Rankings,Ole Miss,8,1.0
2021,14,regular,Playoff Committee Rankings,Oregon,10,1.0
2021,14,regular,Playoff Committee Rankings,Pittsburgh,15,1.0
2021,14,regular,Playoff Committee Rankings,San Diego State,19,1.0
2021,14,regular,Playoff Committee Rankings,Texas A&M,25,1.0
2021,14,regular,Playoff Committee Rankings,Utah,17,1.0
2021,14,regular,Playoff Committee Rankings,Wake Forest,16,1.0
2021,15,regular,Playoff Committee Rankings,Alabama,1,1.0
2021,15,regular,Playoff Committee Rankings,Arkansas,21,1.0
2021,15,regular,Playoff Committee Rankings,BYU,13,1.0
2021,15,regular,Playoff Committee Rankings,Baylor,7,1.0
2021,15,regular,Playoff Committee Rankings,Cincinnati,4,1.0
2021,15,regular,Playoff Committee Rankings,Clemson,19,1.0
2021,15,regular,Playoff Committee Rankings,Georgia,3,1.0
2021,15,regular,Playoff Committee Rankings,Houston,20,1.0
2021,15,regular,Playoff Committee Rankings,Iowa,15,1.0
2021,15,regular,Playoff Committee Rankings,Kentucky,22,1.0
2021,15,regular,Playoff Committee Rankings,Louisiana,23,1.0
2021,15,regular,Playoff Committee Rankings,Michigan,2,1.0
2021,15,regular,Playoff Committee Rankings,Michigan State,10,1.0
2021,15,regular,Playoff Committee Rankings,NC State,18,1.0
2021,15,regular,Playoff Committee Rankings,Notre Dame,5,1.0
2021,15,regular,Playoff Committee Rankings,Ohio State,6,1.0
2021,15,regular,Playoff Committee Rankings,Oklahoma,16,1.0
2021,15,regular,Playoff Committee Rankings,Oklahoma State,9,1.0
2021,15,regular,Playoff Committee Rankings,Ole Miss,8,1.0
2021,15,regular,Playoff Committee Rankings,Oregon,14,1.0
2021,15,regular,Playoff Committee Rankings,Pittsburgh,12,1.0
2021,15,regular,Playoff Committee Rankings,San Diego State,24,1.0
2021,15,regular,Playoff Committee Rankings,Texas A&M,25,1.0
2021,15,regular,AP Top 25,UTSA,24,2.0
2021,15,regular,Playoff Committee Rankings,Utah,11,1.0
2021,15,regular,Playoff Committee Rankings,Wake Forest,17,1.0
2022,1,postseason,AP Top 25,Alabama,5,2.0
2022,1,postseason,AP Top 25,Clemson,13,2.0
2022,1,postseason,AP Top 25,Florida State,11,2.0
2022,1,postseason,AP Top 25,Fresno State,24,2.0
2022,1,postseason,AP Top 25,Georgia,1,2.0
2022,1,postseason,AP Top 25,Kansas State,14,2.0
2022,1,postseason,AP Top 25,LSU,16,2.0
2022,1,postseason,AP Top 25,Michigan,3,2.0
2022,1,postseason,AP Top 25,Mississippi State,20,2.0
2022,1,postseason,AP Top 25,Notre Dame,18,2.0
2022,1,postseason,AP Top 25,Ohio State,4,2.0
2022,1,postseason,AP Top 25,Oregon,15,2.0
2022,1,postseason,AP Top 25,Oregon State,17,2.0
2022,1,postseason,AP Top 25,Penn State,7,2.0
2022,1,postseason,AP Top 25,Pittsburgh,22,2.0
2022,1,postseason,AP Top 25,South Carolina,23,2.0
2022,1,postseason,AP Top 25,TCU,2,2.0
2022,1,postseason,AP Top 25,Tennessee,6,2.0
2022,1,postseason,AP Top 25,Texas,25,2.0
2022,1,postseason,AP Top 25,Troy,19,2.0
2022,1,postseason,AP Top 25,Tulane,9,2.0
2022,1,postseason,AP Top 25,UCLA,21,2.0
2022,1,postseason,AP Top 25,USC,12,2.0
2022,1,postseason,AP Top 25,Utah,10,2.0
2022,1,postseason,AP Top 25,Washington,8,2.0
2022,1,regular,AP Top 25,Alabama,1,2.0
2022,1,regular,AP Top 25,Arkansas,19,2.0
2022,1,regular,AP Top 25,BYU,25,2.0
2022,1,regular,AP Top 25,Baylor,10,2.0
2022,1,regular,AP Top 25,Cincinnati,23,2.0
2022,1,regular,AP Top 25,Clemson,4,2.0
2022,1,regular,AP Top 25,Georgia,3,2.0
2022,1,regular,AP Top 25,Houston,24,2.0
2022,1,regular,AP Top 25,Kentucky,20,2.0
2022,1,regular,AP Top 25,Miami,16,2.0
2022,1,regular,AP Top 25,Michigan,8,2.0
2022,1,regular,AP Top 25,Michigan State,15,2.0
2022,1,regular,AP Top 25,NC State,13,2.0
2022,1,regular,AP Top 25,Notre Dame,5,2.0
2022,1,regular,AP Top 25,Ohio State,2,2.0
2022,1,regular,AP Top 25,Oklahoma,9,2.0
2022,1,regular,AP Top 25,Oklahoma State,12,2.0
2022,1,regular,AP Top 25,Ole Miss,21,2.0
2022,1,regular,AP Top 25,Oregon,11,2.0
2022,1,regular,AP Top 25,Pittsburgh,17,2.0
2022,1,regular,AP Top 25,Texas A&M,6,2.0
2022,1,regular,AP Top 25,USC,14,2.0
2022,1,regular,AP Top 25,Utah,7,2.0
2022,1,regular,AP Top 25,Wake Forest,22,2.0
2022,1,regular,AP Top 25,Wisconsin,18,2.0
2022,2,regular,AP Top 25,Alabama,1,2.0
2022,2,regular,AP Top 25,Arkansas,16,2.0
2022,2,regular,AP Top 25,BYU,21,2.0
2022,2,regular,AP Top 25,Baylor,9,2.0
2022,2,regular,AP Top 25,Clemson,5,2.0
2022,2,regular,AP Top 25,Florida,12,2.0
2022,2,regular,AP Top 25,Georgia,2,2.0
2022,2,regular,AP Top 25,Houston,25,2.0
2022,2,regular,AP Top 25,Kentucky,20,2.0
2022,2,regular,AP Top 25,Miami,15,2.0
2022,2,regular,AP Top 25,Michigan,4,2.0
2022,2,regular,AP Top 25,Michigan State,14,2.0
2022,2,regular,AP Top 25,NC State,18,2.0
2022,2,regular,AP Top 25,Notre Dame,8,2.0
2022,2,regular,AP Top 25,Ohio State,3,2.0
2022,2,regular,AP Top 25,Oklahoma,7,2.0
2022,2,regular,AP Top 25,Oklahoma State,11,2.0
2022,2,regular,AP Top 25,Ole Miss,22,2.0
2022,2,regular,AP Top 25,Pittsburgh,17,2.0
2022,2,regular,AP Top 25,Tennessee,24,2.0
2022,2,regular,AP Top 25,Texas A&M,6,2.0
2022,2,regular,AP Top 25,USC,10,2.0
2022,2,regular,AP Top 25,Utah,13,2.0
2022,2,regular,AP Top 25,Wake Forest,23,2.0
2022,2,regular,AP Top 25,Wisconsin,19,2.0
2022,3,regular,AP Top 25,Alabama,2,2.0
2022,3,regular,AP Top 25,Arkansas,10,2.0
2022,3,regular,AP Top 25,BYU,12,2.0
2022,3,regular,AP Top 25,Baylor,17,2.0
2022,3,regular,AP Top 25,Clemson,5,2.0
2022,3,regular,AP Top 25,Florida,18,2.0
2022,3,regular,AP Top 25,Georgia,1,2.0
2022,3,regular,AP Top 25,Kentucky,9,2.0
2022,3,regular,AP Top 25,Miami,13,2.0
2022,3,regular,AP Top 25,Michigan,4,2.0
2022,3,regular,AP Top 25,Michigan State,11,2.0
2022,3,regular,AP Top 25,NC State,16,2.0
2022,3,regular,AP Top 25,Ohio State,3,2.0
2022,3,regular,AP Top 25,Oklahoma,6,2.0
2022,3,regular,AP Top 25,Oklahoma State,8,2.0
2022,3,regular,AP Top 25,Ole Miss,20,2.0
2022,3,regular,AP Top 25,Oregon,25,2.0
2022,3,regular,AP Top 25,Penn State,22,2.0
2022,3,regular,AP Top 25,Pittsburgh,23,2.0
2022,3,regular,AP Top 25,Tennessee,15,2.0
2022,3,regular,AP Top 25,Texas,21,2.0
2022,3,regular,AP Top 25,Texas A&M,24,2.0
2022,3,regular,AP Top 25,USC,7,2.0
2022,3,regular,AP Top 25,Utah,14,2.0
2022,3,regular,AP Top 25,Wake Forest,19,2.0
2022,4,regular,AP Top 25,Alabama,2,2.0
2022,4,regular,AP Top 25,Arkansas,10,2.0
2022,4,regular,AP Top 25,BYU,19,2.0
2022,4,regular,AP Top 25,Baylor,17,2.0
2022,4,regular,AP Top 25,Clemson,5,2.0
2022,4,regular,AP Top 25,Florida,20,2.0
2022,4,regular,AP Top 25,Georgia,1,2.0
2022,4,regular,AP Top 25,Kentucky,8,2.0
2022,4,regular,AP Top 25,Miami,25,2.0
2022,4,regular,AP Top 25,Michigan,4,2.0
2022,4,regular,AP Top 25,NC State,12,2.0
2022,4,regular,AP Top 25,Ohio State,3,2.0
2022,4,regular,AP Top 25,Oklahoma,6,2.0
2022,4,regular,AP Top 25,Oklahoma State,9,2.0
2022,4,regular,AP Top 25,Ole Miss,16,2.0
2022,4,regular,AP Top 25,Oregon,15,2.0
2022,4,regular,AP Top 25,Penn State,14,2.0
2022,4,regular,AP Top 25,Pittsburgh,24,2.0
2022,4,regular,AP Top 25,Tennessee,11,2.0
2022,4,regular,AP Top 25,Texas,22,2.0
2022,4,regular,AP Top 25,Texas A&M,23,2.0
2022,4,regular,AP Top 25,USC,7,2.0
2022,4,regular,AP Top 25,Utah,13,2.0
2022,4,regular,AP Top 25,Wake Forest,21,2.0
2022,4,regular,AP Top 25,Washington,18,2.0
2022,5,regular,AP Top 25,Alabama,2,2.0
2022,5,regular,AP Top 25,Arkansas,20,2.0
2022,5,regular,AP Top 25,BYU,19,2.0
2022,5,regular,AP Top 25,Baylor,16,2.0
2022,5,regular,AP Top 25,Clemson,5,2.0
2022,5,regular,AP Top 25,Florida State,23,2.0
2022,5,regular,AP Top 25,Georgia,1,2.0
2022,5,regular,AP Top 25,Kansas State,25,2.0
2022,5,regular,AP Top 25,Kentucky,7,2.0
2022,5,regular,AP Top 25,Michigan,4,2.0
2022,5,regular,AP Top 25,Minnesota,21,2.0
2022,5,regular,AP Top 25,NC State,10,2.0
2022,5,regular,AP Top 25,Ohio State,3,2.0
2022,5,regular,AP Top 25,Oklahoma,18,2.0
2022,5,regular,AP Top 25,Oklahoma State,9,2.0
2022,5,regular,AP Top 25,Ole Miss,14,2.0
2022,5,regular,AP Top 25,Oregon,13,2.0
2022,5,regular,AP Top 25,Penn State,11,2.0
2022,5,regular,AP Top 25,Pittsburgh,24,2.0
2022,5,regular,AP Top 25,Tennessee,8,2.0
2022,5,regular,AP Top 25,Texas A&M,17,2.0
2022,5,regular,AP Top 25,USC,6,2.0
2022,5,regular,AP Top 25,Utah,12,2.0
2022,5,regular,AP Top 25,Wake Forest,22,2.0
2022,5,regular,AP Top 25,Washington,15,2.0
2022,6,regular,AP Top 25,Alabama,1,2.0
2022,6,regular,AP Top 25,BYU,16,2.0
2022,6,regular,AP Top 25,Cincinnati,24,2.0
2022,6,regular,AP Top 25,Clemson,5,2.0
2022,6,regular,AP Top 25,Georgia,2,2.0
2022,6,regular,AP Top 25,Kansas,19,2.0
2022,6,regular,AP Top 25,Kansas State,20,2.0
2022,6,regular,AP Top 25,Kentucky,13,2.0
2022,6,regular,AP Top 25,LSU,25,2.0
2022,6,regular,AP Top 25,Michigan,4,2.0
2022,6,regular,AP Top 25,Mississippi State,23,2.0
2022,6,regular,AP Top 25,NC State,14,2.0
2022,6,regular,AP Top 25,Ohio State,3,2.0
2022,6,regular,AP Top 25,Oklahoma State,7,2.0
2022,6,regular,AP Top 25,Ole Miss,9,2.0
2022,6,regular,AP Top 25,Oregon,12,2.0
2022,6,regular,AP Top 25,Penn State,10,2.0
2022,6,regular,AP Top 25,Syracuse,22,2.0
2022,6,regular,AP Top 25,TCU,17,2.0
2022,6,regular,AP Top 25,Tennessee,8,2.0
2022,6,regular,AP Top 25,UCLA,18,2.0
2022,6,regular,AP Top 25,USC,6,2.0
2022,6,regular,AP Top 25,Utah,11,2.0
2022,6,regular,AP Top 25,Wake Forest,15,2.0
2022,6,regular,AP Top 25,Washington,21,2.0
2022,7,regular,AP Top 25,Alabama,3,2.0
2022,7,regular,AP Top 25,Cincinnati,21,2.0
2022,7,regular,AP Top 25,Clemson,4,2.0
2022,7,regular,AP Top 25,Georgia,1,2.0
2022,7,regular,AP Top 25,Illinois,24,2.0
2022,7,regular,AP Top 25,James Madison,25,2.0
2022,7,regular,AP Top 25,Kansas,19,2.0
2022,7,regular,AP Top 25,Kansas State,17,2.0
2022,7,regular,AP Top 25,Kentucky,22,2.0
2022,7,regular,AP Top 25,Michigan,5,2.0
2022,7,regular,AP Top 25,Mississippi State,16,2.0
2022,7,regular,AP Top 25,NC State,15,2.0
2022,7,regular,AP Top 25,Ohio State,2,2.0
2022,7,regular,AP Top 25,Oklahoma State,8,2.0
2022,7,regular,AP Top 25,Ole Miss,9,2.0
2022,7,regular,AP Top 25,Oregon,12,2.0
2022,7,regular,AP Top 25,Penn State,10,2.0
2022,7,regular,AP Top 25,Syracuse,18,2.0
2022,7,regular,AP Top 25,TCU,13,2.0
2022,7,regular,AP Top 25,Tennessee,6,2.0
2022,7,regular,AP Top 25,Texas,22,2.0
2022,7,regular,AP Top 25,UCLA,11,2.0
2022,7,regular,AP Top 25,USC,7,2.0
2022,7,regular,AP Top 25,Utah,20,2.0
2022,7,regular,AP Top 25,Wake Forest,14,2.0
2022,8,regular,AP Top 25,Alabama,6,2.0
2022,8,regular,AP Top 25,Cincinnati,21,2.0
2022,8,regular,AP Top 25,Clemson,5,2.0
2022,8,regular,AP Top 25,Georgia,1,2.0
2022,8,regular,AP Top 25,Illinois,18,2.0
2022,8,regular,AP Top 25,Kansas State,17,2.0
2022,8,regular,AP Top 25,Kentucky,19,2.0
2022,8,regular,AP Top 25,Michigan,4,2.0
2022,8,regular,AP Top 25,Mississippi State,24,2.0
2022,8,regular,AP Top 25,NC State,23,2.0
2022,8,regular,AP Top 25,North Carolina,22,2.0
2022,8,regular,AP Top 25,Ohio State,2,2.0
2022,8,regular,AP Top 25,Oklahoma State,11,2.0
2022,8,regular,AP Top 25,Ole Miss,7,2.0
2022,8,regular,AP Top 25,Oregon,10,2.0
2022,8,regular,AP Top 25,Penn State,16,2.0
2022,8,regular,AP Top 25,Syracuse,14,2.0
2022,8,regular,AP Top 25,TCU,8,2.0
2022,8,regular,AP Top 25,Tennessee,3,2.0
2022,8,regular,AP Top 25,Texas,20,2.0
2022,8,regular,AP Top 25,Tulane,25,2.0
2022,8,regular,AP Top 25,UCLA,9,2.0
2022,8,regular,AP Top 25,USC,12,2.0
2022,8,regular,AP Top 25,Utah,15,2.0
2022,8,regular,AP Top 25,Wake Forest,13,2.0
2022,9,regular,AP Top 25,Alabama,6,2.0
2022,9,regular,AP Top 25,Cincinnati,20,2.0
2022,9,regular,AP Top 25,Clemson,5,2.0
2022,9,regular,AP Top 25,Georgia,1,2.0
2022,9,regular,AP Top 25,Illinois,17,2.0
2022,9,regular,AP Top 25,Kansas State,22,2.0
2022,9,regular,AP Top 25,Kentucky,19,2.0
2022,9,regular,AP Top 25,LSU,18,2.0
2022,9,regular,AP Top 25,Michigan,4,2.0
2022,9,regular,AP Top 25,NC State,24,2.0
2022,9,regular,AP Top 25,North Carolina,21,2.0
2022,9,regular,AP Top 25,Ohio State,2,2.0
2022,9,regular,AP Top 25,Oklahoma State,9,2.0
2022,9,regular,AP Top 25,Ole Miss,15,2.0
2022,9,regular,AP Top 25,Oregon,8,2.0
2022,9,regular,AP Top 25,Penn State,13,2.0
2022,9,regular,AP Top 25,South Carolina,25,2.0
2022,9,regular,AP Top 25,Syracuse,16,2.0
2022,9,regular,AP Top 25,TCU,7,2.0
2022,9,regular,AP Top 25,Tennessee,3,2.0
2022,9,regular,AP Top 25,Tulane,23,2.0
2022,9,regular,AP Top 25,UCLA,12,2.0
2022,9,regular,AP Top 25,USC,10,2.0
2022,9,regular,AP Top 25,Utah,14,2.0
2022,9,regular,AP Top 25,Wake Forest,10,2.0
2022,10,regular,Playoff Committee Rankings,Alabama,6,1.0
2022,10,regular,Playoff Committee Rankings,Clemson,4,1.0
2022,10,regular,Playoff Committee Rankings,Georgia,3,1.0
2022,10,regular,Playoff Committee Rankings,Illinois,16,1.0
2022,10,regular,Playoff Committee Rankings,Kansas State,13,1.0
2022,10,regular,Playoff Committee Rankings,LSU,10,1.0
2022,10,regular,AP Top 25,Liberty,23,2.0
2022,10,regular,Playoff Committee Rankings,Michigan,5,1.0
2022,10,regular,Playoff Committee Rankings,NC State,22,1.0
2022,10,regular,Playoff Committee Rankings,North Carolina,17,1.0
2022,10,regular,Playoff Committee Rankings,Ohio State,2,1.0
2022,10,regular,Playoff Committee Rankings,Oklahoma State,18,1.0
2022,10,regular,Playoff Committee Rankings,Ole Miss,11,1.0
2022,10,regular,Playoff Committee Rankings,Oregon,8,1.0
2022,10,regular,Playoff Committee Rankings,Oregon State,23,1.0
2022,10,regular,Playoff Committee Rankings,Penn State,15,1.0
2022,10,regular,Playoff Committee Rankings,Syracuse,20,1.0
